segment_id,country_code,road_class_norm,land_use,sss,sss_band,speed_limit,ss_limit,speed_85th,sub_score_limit_alignment,sub_score_limit_credibility,sub_score_vru_risk,sss_recommendation,image_url,review_group
SE/4492,MH,secondary,rural,82.91104,Critical,45.0,30.0,24.333333333333332,100.0,65.0,91.1744,Posted limit (45 km/h) exceeds Safe System standard (30 km/h) for this rural secondary road — recommend reducing to 30 km/h. Road behaviour (24 km/h F85) is well below the posted limit (45 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Maharashtra helmet wearing rate ~21% (SPI=0.209). Speed interventions should be paired with helmet enforcement.,"https://maps.google.com/maps?layer=c&cbll=18.430687,73.143469",TOP 20 (highest SSS)
SE/6695,MH,secondary,urban,82.12588751999999,Critical,80.0,50.0,40.0,100.0,65.0,88.9311072,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this urban secondary road — recommend reducing to 50 km/h. Road behaviour (40 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Maharashtra helmet wearing rate ~21% (SPI=0.209). Speed interventions should be paired with helmet enforcement.,"https://maps.google.com/maps?layer=c&cbll=21.039994,75.841818",TOP 20 (highest SSS)
SE/9313,MH,secondary,rural,81.78476799999999,Critical,55.0,30.0,30.5,100.0,65.0,87.95647999999998,Posted limit (55 km/h) exceeds Safe System standard (30 km/h) for this rural secondary road — recommend reducing to 30 km/h. Road behaviour (30 km/h F85) is well below the posted limit (55 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Maharashtra helmet wearing rate ~21% (SPI=0.209). Speed interventions should be paired with helmet enforcement.,"https://maps.google.com/maps?layer=c&cbll=20.718615,76.820499",TOP 20 (highest SSS)
16053,TH,secondary,rural,80.614816,Critical,80.0,50.0,48.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (48 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.847701,98.334164",TOP 20 (highest SSS)
16057,TH,secondary,rural,80.614816,Critical,80.0,50.0,41.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (41 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.831708,98.337812",TOP 20 (highest SSS)
16058,TH,secondary,rural,80.614816,Critical,80.0,50.0,53.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (53 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.831720,98.337854",TOP 20 (highest SSS)
17119,TH,secondary,rural,80.614816,Critical,80.0,50.0,37.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (37 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.593186,100.596420",TOP 20 (highest SSS)
17120,TH,secondary,rural,80.614816,Critical,80.0,50.0,47.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (47 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.597924,100.596931",TOP 20 (highest SSS)
17306,TH,secondary,rural,80.614816,Critical,80.0,50.0,58.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (58 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.828929,98.344551",TOP 20 (highest SSS)
33623,TH,secondary,rural,80.614816,Critical,90.0,40.0,52.0,100.0,65.0,84.61376000000001,Posted limit (90 km/h) exceeds Safe System standard (40 km/h) for this rural secondary road — recommend reducing to 40 km/h. Road behaviour (52 km/h F85) is well below the posted limit (90 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.822622,98.328717",TOP 20 (highest SSS)
34619,TH,secondary,rural,80.614816,Critical,90.0,50.0,54.0,100.0,65.0,84.61376000000001,Posted limit (90 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (54 km/h F85) is well below the posted limit (90 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.319890,100.916226",TOP 20 (highest SSS)
34622,TH,secondary,rural,80.614816,Critical,90.0,50.0,53.0,100.0,65.0,84.61376000000001,Posted limit (90 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (53 km/h F85) is well below the posted limit (90 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.335442,100.931513",TOP 20 (highest SSS)
34623,TH,secondary,rural,80.614816,Critical,90.0,50.0,40.0,100.0,65.0,84.61376000000001,Posted limit (90 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (40 km/h F85) is well below the posted limit (90 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.333298,100.934117",TOP 20 (highest SSS)
34798,TH,secondary,rural,80.614816,Critical,80.0,50.0,32.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (32 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.303090,100.902769",TOP 20 (highest SSS)
35090,TH,secondary,rural,80.614816,Critical,80.0,30.0,42.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (30 km/h) for this rural secondary road — recommend reducing to 30 km/h. Road behaviour (42 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.778550,98.319668",TOP 20 (highest SSS)
35091,TH,secondary,rural,80.614816,Critical,80.0,50.0,60.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (60 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.777417,98.328137",TOP 20 (highest SSS)
35092,TH,secondary,rural,80.614816,Critical,80.0,50.0,56.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (56 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.777420,98.328093",TOP 20 (highest SSS)
36505,TH,secondary,rural,80.614816,Critical,80.0,40.0,37.5,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (40 km/h) for this rural secondary road — recommend reducing to 40 km/h. Road behaviour (38 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.986256,98.303152",TOP 20 (highest SSS)
36611,TH,secondary,rural,80.614816,Critical,80.0,50.0,52.0,100.0,65.0,85.01321788382288,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (52 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.822013,98.340153",TOP 20 (highest SSS)
37004,TH,secondary,rural,80.614816,Critical,80.0,50.0,54.0,100.0,65.0,84.61376000000001,Posted limit (80 km/h) exceeds Safe System standard (50 km/h) for this rural secondary road — recommend reducing to 50 km/h. Road behaviour (54 km/h F85) is well below the posted limit (80 km/h) — road conditions do not support the posted number; review limit or infrastructure. Priority segment: recommend immediate site review. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=7.984341,98.316129",TOP 20 (highest SSS)
34180,TH,motorway,urban,8.683875200000001,Acceptable,90.0,100.0,97.0,0.0,0.0,24.811072000000003,Posted limit (90 km/h) is below Safe System standard (100 km/h) — limit may be overly restrictive.,"https://maps.google.com/maps?layer=c&cbll=13.579821,100.950903",BOTTOM 20 (lowest SSS)
34181,TH,motorway,urban,8.683875200000001,Acceptable,90.0,100.0,95.66666666,0.0,0.0,24.811072000000003,Posted limit (90 km/h) is below Safe System standard (100 km/h) — limit may be overly restrictive.,"https://maps.google.com/maps?layer=c&cbll=13.579726,100.951062",BOTTOM 20 (lowest SSS)
7,TH,primary,rural,10.0603272,Acceptable,30.0,70.0,21.0,0.0,0.0,38.325056000000004,Posted limit (30 km/h) is below Safe System standard (70 km/h) — limit may be overly restrictive. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=14.941996,103.493803",BOTTOM 20 (lowest SSS)
31687,TH,motorway,urban,11.1888392,Acceptable,30.0,80.0,39.5,0.0,0.0,31.968112000000005,Posted limit (30 km/h) is below Safe System standard (80 km/h) — limit may be overly restrictive. 85th percentile speed (40 km/h) significantly exceeds posted limit — enforcement or physical traffic calming needed.,"https://maps.google.com/maps?layer=c&cbll=13.849733,100.002065",BOTTOM 20 (lowest SSS)
33044,TH,motorway,rural,11.6717216,Acceptable,90.0,100.0,87.0,0.0,0.0,33.347776,Posted limit (90 km/h) is below Safe System standard (100 km/h) — limit may be overly restrictive. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.696493,100.827073",BOTTOM 20 (lowest SSS)
33051,TH,motorway,rural,11.6717216,Acceptable,90.0,100.0,94.0,0.0,0.0,33.347776,Posted limit (90 km/h) is below Safe System standard (100 km/h) — limit may be overly restrictive. Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=13.695408,100.827066",BOTTOM 20 (lowest SSS)
110,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,88.66666666,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=14.160439,100.581077",BOTTOM 20 (lowest SSS)
579,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,90.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=16.740252,98.511139",BOTTOM 20 (lowest SSS)
7420,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,99.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=6.782547,100.476458",BOTTOM 20 (lowest SSS)
11419,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,99.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=13.630713,101.319409",BOTTOM 20 (lowest SSS)
34789,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,100.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h). 85th percentile speed (100 km/h) significantly exceeds posted limit — enforcement or physical traffic calming needed.,"https://maps.google.com/maps?layer=c&cbll=7.562493,99.585524",BOTTOM 20 (lowest SSS)
34790,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,95.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=7.562607,99.585746",BOTTOM 20 (lowest SSS)
34791,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,91.5,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=7.602763,99.621812",BOTTOM 20 (lowest SSS)
35746,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,95.875,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=14.616652,101.145129",BOTTOM 20 (lowest SSS)
36115,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,98.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=8.411457,98.739547",BOTTOM 20 (lowest SSS)
36501,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,100.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h). 85th percentile speed (100 km/h) significantly exceeds posted limit — enforcement or physical traffic calming needed.,"https://maps.google.com/maps?layer=c&cbll=18.247437,99.562004",BOTTOM 20 (lowest SSS)
36558,TH,trunk,urban,12.023827200000001,Acceptable,90.0,90.0,95.0,0.0,0.0,34.353792000000006,Posted limit (90 km/h) aligns with Safe System standard (90 km/h).,"https://maps.google.com/maps?layer=c&cbll=16.848796,100.291400",BOTTOM 20 (lowest SSS)
35320,TH,trunk,urban,12.373827200000001,Acceptable,80.0,90.0,90.5,0.0,0.875,34.353792000000006,Posted limit (80 km/h) is below Safe System standard (90 km/h) — limit may be overly restrictive. 85th percentile speed (90 km/h) significantly exceeds posted limit — enforcement or physical traffic calming needed.,"https://maps.google.com/maps?layer=c&cbll=17.345206,103.851866",BOTTOM 20 (lowest SSS)
581,TH,trunk,rural,12.5427456,Acceptable,90.0,90.0,92.0,0.0,0.0,35.836416,Posted limit (90 km/h) aligns with Safe System standard (90 km/h). Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=16.749273,98.526892",BOTTOM 20 (lowest SSS)
586,TH,trunk,rural,12.5427456,Acceptable,90.0,90.0,88.0,0.0,0.0,35.836416,Posted limit (90 km/h) aligns with Safe System standard (90 km/h). Context: Thailand rural helmet wearing rate ~67% — pair speed intervention with helmet campaign.,"https://maps.google.com/maps?layer=c&cbll=16.749147,98.527113",BOTTOM 20 (lowest SSS)
